Marilyn Manson	INFJ	men_files/marilyn-manson.jpg
Marilyn Monroe	ISFP	philosophers_files/marilynmonroe.jpg
Marina Diamandis	ESFP	women_pics/marina-and-the-diamonds.jpg
Mark Twain	ENFP	philosophers_files/twain.jpg
Mark Zuckerberg	INTJ	files2/mark-zuckerberg.jpg
Marquis de Sade	ESTP	files2/marquis-de-sade.jpg
Martha Stewart	ESTJ	files2/martha-stewart.jpg
Martin Heidegger	ISTJ	files2/heidegger.jpg
Martin Luther	INTJ	files2/martin-luther.jpg
Martin Luther King, Jr.	ENFJ	philosophers_files/king.jpg
Mary Wollstonecraft	INFJ	files2/mary-wollstonecraft.jpg
Mary-Kate Olsen	INFP	women_pics/mary-kate-olsen.jpg
Matt Damon	ISTJ	men_files/matt-damon.jpg
Matthew Inman	ENTP	men_files/matthew-inman.jpg
Matthew Perry	ENTP	men_files/matthew-perry.jpg
Matthieu Ricard	ENFJ	files2/matthieu-ricard.jpg
Megan Fox	ESTP	women_pics/megan-fox.jpg
Megan Mullally	ENTP	women_pics/megan-mullally.jpg
Mel Gibson	ESFP	men_files/mel-gibson.jpg
Meryl Streep	ESTP	women_pics/meryl-streep.jpg
Mia Wasikowska	INFP	women_pics/mia-wasikowska.jpg
Michael Jackson	ISFP	philosophers_files/michaeljackson.jpg
Michael Moore	ENFJ	files2/michael-moore.jpg
Michelle Malkin	ESTJ	files2/michelle-malkin.jpg
Michelle Obama	ESTJ	philosophers_files/mobama.jpg
Michelle Pfeiffer	INFJ	women_pics/michelle-pfeiffer.jpg
Michio Kaku	ENFP	files2/michio-kaku.jpg
Mick Jagger	ISFP	men_files/mick-jagger.jpg
Mikhail Gorbachev	ENFJ	files2/mikhail-gorbachev.jpg
Mila Kunis	ESTP	women_pics/mila-kunis.jpg
Miles Davis	ISTP	men_files/miles-davis1.jpg
Miley Cyrus	ESFP	women_pics/miley-cyrus.jpg
Milla Jovovich	ESTP	women_pics/milla-jovovich.jpg
Milton Friedman	INTP	philosophers_files/friedman.jpg
Mitt Romney	ISFJ	files2/mitt-romney.jpg
Miyamoto Musashi	ISTP	philosophers_files/musashi.jpg
Monica Bellucci	ISFP	women_pics/monica_bellucci.jpg
Morgan Freeman	ENFJ	men_files/morganfreeman.jpg
Morrissey	INFP	men_files/morrissey.jpg
Mother Teresa	ISFJ	files2/mother-teresa.jpg
Muhammad	ESTJ	philosophers_files/muhammad.jpg
Murray Rothbard	ENTP	philosophers_files/rothbard.jpg
Mystery	INFJ	men_files/mystery.jpg
Nancy Grace	ESTJ	women_pics/nancy-grace.jpg
Nancy Pelosi	ENTJ	files2/nancy-pelosi.jpg
Naomi Klein	ENFP	files2/naomi-klein.jpg
Naomi Watts	ISFJ	women_pics/naomi_watts.jpg
Napoleon Bonaparte	ENTJ	files2/napoleon-bonaparte.jpg
Natalie Portman	ISTJ	women_pics/natalie_portman.jpg
Neil deGrasse Tyson	ENFJ	files2/neil-degrasse-tyson.jpg
Neil Patrick Harris	ENTP	men_files/neil-patrick-harris.jpg
Nelson Mandela	ENFJ	files2/nelson-mandela.jpg
Nero	ISFP	philosophers_files/nero.jpg
Newt Gingrich	ENTP	files2/newt-gingrich.jpg
Niccolo Machiavelli	ENTP	philosophers_files/machiavelli.jpg
Nick Fox	INTP	
Nick Offerman	ISTJ	men_files/nick-offerman.jpg
Nicki Minaj	ESFP	women_pics/nicki-minaj.jpg
Nicolas Cage	INFP	men_files/nicolas-cage.jpg
Nicole Kidman	ISFP	women_pics/nicole-kidman.jpg
Niels Bohr	INFJ	files2/niels-bohr.jpg
Nigella Lawson	ENFJ	files2/nigella-lawson.jpg
Nikola Tesla	INTJ	files2/nikola-tesla.jpg
Noam Chomsky	INFJ	files2/noam-chomsky.jpg
Oliver Stone	ENFP	men_files/oliver-stone.jpg
Oprah Winfrey	ENFJ	philosophers_files/oprah.jpg
Oscar Wilde	ENFP	philosophers_files/wilde.jpg
Osho	ENFP	files2/osho.jpg
Pamela Anderson	ISFP	women_pics/pamela-anderson.jpg
Paris Hilton	ISFP	women_pics/paris-hilton.jpg
Paul Allen	INTP	files2/paul-allen.jpg
Paul Krugman	INTJ	files2/paul-krugman.jpg
Paul McCartney	ISFP	files2/paul-mccartney.jpg
Paul of Tarsus	ESTJ	files2/paul.jpg
Paulo Coelho	ESFP	files2/paulo-coelho.jpg
Penelope Cruz	ESFJ	women_pics/penelope-cruz.jpg
Penn Jillette	ENTJ	files2/penn-jillette.jpg
Peter Schiff	ESTP	philosophers_files/schiff.jpg
Peter the Great	ESFP	files2/peter-the-great.jpg
Peter Thiel	ENTJ	files2/peter-thiel.jpg
Phil Ivey	ISTP	men_files/phil-ivey.jpg
Philippe Jaroussky	ENFP	men_files/philippe-jaroussky.jpg
Pink	ESFP	women_pics/pink.jpg
Prince	ISFP	men_files/prince.jpg
Prince Charles	ISFJ	philosophers_files/charles.jpg
Prince Frederik	ISFP	files2/frederik.jpg
